Row,RX,TX
344,591996,351748
345,1486276,6560
346,736494,2082
347,642150,7276
348,701146,95410
349,1818112,60210
350,91806,2082
351,568972,7146
352,526330,146460
353,1894926,60430
354,411530,2016
355,667968,6442
356,666346,267344
357,1887206,107358
358,120160,1686
359,754704,2346
360,683262,116774
361,1948294,105776
362,438034,1866
363,777664,6820
364,914242,145788
365,2159746,170324
366,260284,1620
367,585972,6766
368,461084,89518
369,1790740,78008
370,416288,2286
371,396053,7426
372,628781,73188
373,2148723,1620
374,336560,1950
375,665386,6610
376,738072,74504
377,2205644,137670
378,176774,1818
379,194682,6742
380,786300,67150
381,2148948,94504
382,129332,2238
383,546202,6424
384,673064,38248
385,1868808,123598
386,163524,2016
387,468504,5804
388,594996,32866
389,2174614,172390
390,128606,2016
391,748540,3078
392,800190,15194
393,2119308,159002
394,581616,2226
395,174470,6412
396,524492,3954
397,1622570,92510
398,744884,1620
399,452494,2502
400,302006,7990
401,870848,181342
402,1504332,1752
403,573490,2412
404,809988,7378
405,628974,297540
406,1793990,20172
407,713206,2022
408,717258,7428
409,580236,156276
410,1915920,1904
411,480438,2028
412,675138,6846
413,780264,133218
414,1853992,1416
415,123548,2280
416,337702,7176
417,839911,262860
418,2049760,6362
419,253474,2370
420,596056,5640
421,598999,107198
422,2075600,27468
423,424376,1764
424,704002,7212
425,717376,99864
426,2117512,71312
427,390174,1764
428,610354,6540
429,828010,150442
430,2156956,75732
431,395570,2028
432,847738,6660
433,617068,72280
434,2230162,132140
435,215024,1614
436,581444,2550
437,573386,58956
438,2231546,72448
439,385437,1884
440,549026,6648
441,586286,73724
442,2233650,212774
443,264420,1962
444,460010,6924
445,726834,28530
446,2208280,113814
447,176708,2028
448,488962,2610
449,711004,10836
450,1967594,102034
451,398068,2214
452,581106,2148
453,961160,8922
454,1426332,163112
455,809898,2358
456,485686,2082
457,574534,3686
458,822548,37116
459,1536916,2214
460,380738,2650
461,571746,6272
462,608396,153286
463,1876886,1620
464,494742,2226
465,711026,6852
466,881172,103938
467,1913864,10684
468,720902,1488
469,833538,6846
470,550884,202488
471,2079046,64574
472,417170,2436
473,709952,6648
474,678862,120962
475,2055812,9414
476,492690,2280
477,367610,7140
478,664490,48252
479,1916706,9994
480,492296,1780
481,786068,6678
482,672500,88284
483,2096272,1752
484,379872,1884
485,768002,2082
486,561798,60802
487,2257268,142746
488,276440,2382
489,787518,6414
490,575012,84588
491,2201198,70648
492,352352,1686
493,590896,6764
494,612076,38204
495,2271914,128942
496,417582,1818
497,785904,6488
498,735001,27842
499,2260130,91636
500,183774,1924
501,651308,7226
502,751770,20618
503,1980854,111172
504,229574,1884
505,577978,4618
506,627840,7200
507,1891826,163244
508,485358,2310
509,590812,7016
510,945086,8128
511,1548864,131738
512,1115226,2238
513,635258,2412
514,885588,8342
515,626070,133662
516,1767584,2016
517,812346,2208
518,917958,7682
519,665638,165196
520,1762674,2016
521,877224,2028
522,522228,7292
523,613494,165382
524,1947092,2076
525,871802,2082
526,509892,2610
527,730270,28552
528,1903948,1698
529,407912,2412
530,834740,7148
531,703354,134192
532,1599304,1962
533,922322,1698
534,788350,6950
535,586844,96802
536,1942888,1554
537,461898,2226
538,839350,7142
539,786770,121346
540,2134276,1878
541,522136,2028
542,809572,7100
543,590704,103558
544,2150746,18038
545,530138,2022
546,830022,6946
547,605946,155356
548,2341224,7462
549,621238,1818
550,583874,6794
551,670140,76702
552,2321718,19442
553,535980,1560
554,123690,6764
555,620158,24740
556,277252,2082
557,435612,6554
558,728994,32876
559,2133004,2346
560,613822,2010
561,871266,10764
562,1883766,82470
563,1161010,2274
564,603054,7094
565,958556,8528
566,1019024,99706
567,1510068,2358
568,639926,2406
569,934124,8030
570,575210,109450
571,1709314,2214
572,938814,1818
573,674670,7424
574,881388,182908
575,1957608,1290
576,621936,2556
577,663052,7288
578,618166,26932
579,1770954,2610
580,941584,2148
581,659974,7562
582,609280,101002
583,1853200,1896
584,544524,2346
585,906756,7276
586,883212,131846
587,1833851,2550
588,776386,2148
589,615690,7082
590,618164,95368
591,2077544,3610
592,585422,2292
593,926656,6650
594,425900,70168
595,1733398,1686
596,814140,6884
597,943649,3414
598,1533812,87806
599,294554,1752
