Row,RX,TX
1,1820,0
2,3834,102
3,270,140
4,728,102
5,60,0
6,434904,635748
7,449886,710344
8,165672,301610
9,202496,269776
10,239002,536046
11,112466,205630
12,226972,228808
13,120830,203000
14,184308,229610
15,252916,324782
16,109940,363842
17,133568,229296
18,115430,196392
19,139296,180664
20,125280,192796
21,130130,195766
22,363730,205428
23,111590,200688
24,149576,229040
25,120106,335864
26,237226,199728
27,109598,260138
28,146854,183632
29,127620,193596
30,108304,212392
31,155910,221256
32,518558,167300
33,105216,171560
34,107882,283726
35,108588,182608
36,108698,168084
37,106484,182862
38,105628,187924
39,180948,107646
40,106708,181162
41,106147,176182
42,684748,284006
43,127212,174616
44,104360,186444
45,148746,260698
46,122924,234962
47,152402,185112
48,109830,320880
49,134132,96690
50,104154,209308
51,130642,261942
52,788962,185126
53,107936,194154
54,114460,179342
55,105012,178908
56,108900,171390
57,104810,172836
58,108180,174816
59,157594,71160
60,104766,174016
61,106836,174144
62,917724,284280
63,113170,172250
64,105938,170100
65,107696,251124
66,107740,176340
67,107472,171820
68,105500,186634
69,133204,59518
70,108938,166504
71,109388,172836
72,1052798,163494
73,149712,171390
74,104450,170100
75,104750,171130
76,167368,171716
77,108480,166334
78,100738,187888
79,174194,33290
80,108644,192118
81,111418,170164
82,1192556,285994
83,106382,184260
84,113873,169560
85,107948,320504
86,151082,203256
87,108996,204208
88,137960,285458
89,143124,23032
90,127426,164354
91,109044,308238
92,1309854,175676
93,107128,240928
94,103880,289786
95,309640,174556
96,100942,145510
97,108342,294008
98,109252,167850
99,92436,3664
100,140266,238888
101,110466,168912
102,751228,168622
103,167752,183506
104,114038,256286
105,916358,170530
106,169120,156748
107,111734,173110
108,108086,158868
109,152710,5166
110,109362,168010
111,103752,171820
112,345980,268188
113,110928,171390
114,106606,171390
115,1335196,286496
116,105852,161058
117,108497,172812
118,108394,288252
119,93792,4566
120,105490,170960
121,104104,299198
122,336152,165718
123,107378,166074
124,108668,293730
125,1530926,167804
126,107818,124798
127,114386,283644
128,107648,176706
129,71608,5676
130,174224,177290
131,111382,163924
132,399982,135114
133,179886,177450
134,106710,174866
135,1585668,165924
136,192973,101550
137,108062,171978
138,102482,163400
139,184672,4244
140,106802,171716
141,105654,172406
142,462308,133828
143,103434,255750
144,108314,177448
145,1669016,168380
146,107914,193264
147,104282,178310
148,106478,165410
149,82966,4954
150,104318,183194
151,177542,169606
152,361890,125832
153,106656,198106
154,201946,179964
155,1714856,182228
156,135750,76714
157,166884,264330
158,135610,176258
159,83526,4848
160,125818,346992
161,109988,165814
162,267714,112142
163,116658,276392
164,107514,265398
165,1791468,327388
166,146294,56896
167,109278,165818
168,125660,345464
169,477348,5264
170,104898,166938
171,124216,358512
172,394660,94956
173,111094,169670
174,123933,291466
175,1847856,290372
176,109642,72128
177,116208,264332
178,101959,165644
179,291280,5006
180,160580,233382
181,108552,171390
182,352538,222120
183,112086,225058
184,108748,160748
185,1800600,322944
186,111110,133886
187,102640,171922
188,120102,325038
189,309672,2022
190,108236,171820
191,162820,311900
192,553532,70998
193,108084,171130
194,116066,286136
195,1960776,171390
196,136248,34274
197,111964,289444
198,104426,163924
199,447030,1950
200,121832,349354
201,110564,171604
202,297618,89308
203,128190,401406
204,103104,158428
205,2189338,241888
206,145956,82536
207,97662,157860
208,103256,153410
209,396046,6072
210,104592,172170
211,98000,145416
212,529338,58324
213,113546,363742
214,94966,160772
215,2038136,151690
216,150684,6052
217,106112,175752
218,98076,152712
219,405800,6180
220,115932,353056
221,101258,153136
222,478558,39486
223,104204,149250
224,102088,183468
225,2076366,154636
226,97925,1974
227,149812,292674
228,100148,163338
229,405606,2148
230,105990,157866
231,107788,176692
232,754140,30346
233,119658,164852
234,164082,271284
235,2104898,162150
236,105982,8378
237,100080,157006
238,100056,185070
239,538696,6204
240,100384,162752
241,211386,161618
242,755552,24538
243,98938,154766
244,98126,146356
245,2277388,332242
246,80898,1752
247,96836,159156
248,230740,159728
249,424474,1884
250,94544,164512
251,96988,157866
252,762612,8592
253,104936,286318
254,99688,158194
255,1985156,164882
256,220672,1962
257,98116,162414
258,820904,148744
259,563416,2280
260,106202,304938
261,96710,157866
262,563334,8076
263,241832,166962
264,98598,159042
265,1082290,135350
266,96240,2094
267,105216,246634
268,1553366,154490
269,686898,1356
270,251322,159898
271,99842,158452
272,826016,6816
273,124804,138810
274,106142,320292
275,525462,122958
276,106318,1950
277,236120,163338
278,1977474,158340
279,631496,1884
280,101428,146118
281,107403,353678
282,806414,2274
283,98732,162662
284,243130,161188
285,675564,120758
286,75592,1680
287,99574,145258
288,1979902,400384
289,756282,2142
290,94978,153410
291,177764,155716
292,396102,5948
293,103532,169286
294,98298,151260
295,454404,249842
296,224868,1884
297,97402,154426
298,2195812,157866
299,636034,2478
300,104898,346036
301,98242,157606
302,427270,5848
303,194464,131344
304,95502,164954
305,338608,85254
306,101442,2028
307,172486,304646
308,2246180,155116
309,638040,2556
310,100366,159156
311,103342,284628
312,842440,6688
313,98808,124624
314,219750,166778
315,999138,76070
316,99000,1290
317,94400,160876
318,2363924,410426
319,963604,2082
320,104794,164900
321,106638,159156
322,575036,7766
323,107462,349742
324,98580,152980
325,384216,59850
326,46854,2280
327,146828,268840
328,2505364,157436
329,617214,1752
330,153066,159742
331,99810,165644
332,428573,6348
333,100618,178966
334,227426,224288
335,463680,40840
336,69194,2106
337,99406,158296
338,2527026,394370
339,798158,2148
340,98286,162032
341,108473,157866
342,856944,7274
343,132522,379464
344,108878,151690
345,764776,27756
346,125904,1950
347,102394,260516
348,2567358,151656
349,647406,2778
350,160480,161892
351,96364,156888
352,1031104,6866
353,118724,138786
354,225804,230446
355,269398,14968
356,94942,2016
357,155884,161642
358,2337560,211072
359,749412,2316
360,101996,191598
361,441802,353002
362,676338,7758
363,105170,75740
364,237260,169944
365,759700,5686
366,305028,1950
367,108248,161148
368,1456396,280638
369,614570,2076
370,104574,184592
371,1837396,339858
372,488453,8600
373,114675,119906
374,148396,158556
375,786288,3120
376,136294,2016
377,101564,168656
378,929526,325188
379,588114,1620
380,105140,218910
381,2039406,169404
382,559454,8972
383,188072,147878
384,104178,159586
385,840046,6890
386,368550,1752
387,103946,226080
388,642480,103366
389,962488,1698
390,187358,371198
391,2261252,170360
392,510804,2412
393,277646,174972
394,109082,170960
395,791590,2340
396,396880,1956
397,110810,207646
398,929334,222206
399,577348,2346
400,113782,297442
401,2390958,306496
402,777244,9692
403,140554,209578
404,240195,174218
405,766690,6478
406,178206,2472
407,113648,171390
408,747680,149040
409,665158,2214
410,108846,169398
411,2190692,335058
412,406606,2412
413,105186,66886
414,207152,340610
415,729920,2478
416,62810,2214
417,207168,169814
418,370190,73110
419,659974,1950
420,110594,164720
421,2590272,336924
422,742340,9830
423,118588,17324
424,234580,292860
425,885766,2326
426,254270,3084
427,180238,166518
428,703414,44604
429,983502,1218
430,107590,162268
431,2645834,343768
432,297778,8812
433,105678,62488
434,228174,313338
435,1049476,1839
436,343248,3054
437,126352,160618
438,639684,25546
439,691734,1554
440,102998,215326
441,2877764,436522
442,592128,2610
443,216026,3476
444,443820,177744
445,510980,9658
446,303894,2778
447,113266,167928
448,431116,5142
449,794206,2040
450,116202,387018
451,1695792,171498
452,340754,2346
453,249382,191976
454,1313104,170960
455,541912,1950
456,602712,3174
457,102734,298372
458,323872,3636
459,848584,2082
460,211550,161164
461,1143956,138062
462,860812,2544
463,98592,86374
464,2184490,349894
465,1057212,9656
466,588126,2226
467,105280,149710
468,476992,2940
469,605972,1818
470,195070,230684
471,1113190,99492
472,568578,2244
473,123708,103616
474,2230684,334888
475,960888,9656
476,388356,2670
477,149262,162322
478,612100,2610
479,883624,2292
480,98530,316172
481,910202,77624
482,664364,2490
483,137268,2214
484,2446836,237426
485,1002684,10358
486,487382,2490
487,197872,171234
488,545094,2280
489,735648,2214
490,101392,184788
491,933928,59836
492,751600,2082
493,244994,84832
494,2458664,149110
495,758646,3012
496,251522,2544
497,239586,278468
498,1005802,2082
499,554908,2952
500,109864,157436
501,713748,80886
502,706754,2208
503,263434,178516
504,2725311,150400
505,876922,10540
506,721764,1776
507,213802,389806
508,397394,2406
509,1070502,2406
510,121936,184686
511,699128,12964
512,746036,2412
513,227252,267178
514,2510808,151114
515,729832,11418
516,249770,2280
517,967826,423436
518,663002,1686
519,830830,1950
520,126583,193462
521,616796,3936
522,821488,2340
523,133444,260816
524,1037910,139976
525,451280,2280
526,32744,2148
527,2068706,347524
528,784690,2214
529,684332,3006
530,219230,164458
531,628420,3144
532,801780,2016
533,101102,129592
534,1195378,115584
535,663392,2490
536,108624,2274
537,2258750,284752
538,1199828,10364
539,981924,2082
540,232092,170348
541,558338,2934
542,542028,2478
543,97076,160372
544,962248,91428
545,935222,2028
546,63426,2346
547,2547556,276782
548,977760,10464
549,624716,2478
550,212244,169824
551,623116,2148
552,753367,1698
553,100150,292208
554,986140,63124
555,1003448,2490
556,749212,1998
557,2623500,430050
558,999240,10798
559,568136,2292
560,108020,156576
561,345954,2016
562,873978,2688
563,266976,183938
564,526168,31082
565,785550,1878
566,92860,1686
567,2776206,366932
568,628794,2346
569,559290,1818
570,99992,142934
571,607621,2016
572,921630,2188
573,261062,231132
574,776222,4398
575,598584,2214
576,106808,10368
577,2345358,274060
578,624864,11632
579,603566,2346
580,1202262,382798
581,639922,1812
582,884138,1986
583,126072,166054
584,628782,3924
585,995742,1686
586,181050,1752
587,1260974,128330
588,1073978,5090
589,811726,2082
590,2250552,368612
591,934374,2556
592,744520,2680
593,103518,205568
594,511632,2940
595,425742,2544
596,379802,2082
597,1174212,265854
598,349974,2244
599,481744,2412
