packet_count,byte_count,flow_count
88,10822,1
98,13045,1
172,22265,1
188,24050,1
188,24050,1
188,24050,1
204,25835,1
204,25835,1
204,25835,1
220,27620,1
220,27620,1
83960,4243800,4491
83960,4243800,4491
