Row,RX,TX
0,2526,0
1,231210,0
2,488290,613528
3,482612,615154
4,485278,777609
5,187208,461818
6,192384,279146
7,306730,273490
8,356632,488712
9,178596,262682
10,190628,205932
11,230094,199196
12,212624,233564
13,231956,212628
14,303312,212444
15,361038,323944
16,331408,323690
17,393706,218100
18,302154,228424
19,303666,237912
20,301588,202562
21,300834,204980
22,327474,188526
23,333098,242948
24,327868,189348
25,345250,183100
26,380538,181834
27,367854,210884
28,378156,202712
29,383562,220278
30,420768,272652
31,405362,344124
32,414708,329252
33,423150,273502
34,443418,282222
35,453450,308804
36,440370,237490
37,457842,215348
38,485184,205136
39,481216,214656
40,480128,183376
41,501268,200958
42,527418,174594
43,514882,284592
44,507602,165636
45,524672,181112
46,539498,159798
47,588456,154526
48,543456,207156
49,549344,153876
50,567462,171928
51,575400,168348
52,645488,155466
53,588788,218676
54,588338,152668
55,606034,177388
56,619506,159356
57,645814,154888
58,655148,274610
59,671838,162794
60,698109,163050
61,689940,172394
62,725960,156174
63,732334,262684
64,713356,170040
65,703384,176072
66,723036,163920
67,717940,167584
68,759666,214664
69,709954,218996
70,707750,218594
71,718470,204938
72,732960,172098
73,742404,176368
74,746500,290992
75,745298,169196
76,752194,180378
77,767764,155530
78,792796,151784
79,819150,226748
80,777924,175562
81,801340,157726
82,796376,168016
83,810384,164324
84,845462,157878
85,808592,227866
86,818904,165192
87,836522,163076
88,837520,154256
89,846434,160566
90,904991,186808
91,855342,154496
92,857856,153890
93,875458,170562
94,875218,166198
95,886672,149312
96,951492,136602
97,906648,163788
98,889400,174070
99,891344,163412
100,906302,151084
101,915798,138406
102,930904,167144
103,930728,298568
104,921938,178906
105,937392,176744
106,953844,177234
107,955162,140854
108,970200,159094
109,964698,283276
110,968287,163346
111,983022,178096
112,982724,166264
113,996544,170388
114,1018252,197482
115,1005550,315730
116,1017490,181982
117,1005336,178780
118,1015448,202836
119,1033422,195854
120,1048214,191386
121,1075332,210958
122,1047524,260918
123,1043276,209644
124,1048508,193364
125,1054536,210332
126,1070574,205250
127,1070198,191800
128,1097382,196514
129,1079298,301806
130,1080408,199720
131,1084856,190728
132,1085660,184352
133,1096585,182818
134,1105053,170016
135,1144911,198046
136,1113343,240698
137,1111639,171600
138,1114368,327510
139,1123160,185130
140,1133280,173128
141,1148322,172238
142,1157708,182600
143,1151306,284244
144,1146698,139812
145,1155104,185998
146,1156800,284698
147,1165770,159622
148,1170836,152690
149,1182500,186290
150,1206188,235950
151,1188982,248536
152,1187438,186608
153,1199912,186798
154,1204452,211774
155,1213234,147404
156,1215598,161416
157,1226980,179162
158,1221284,268794
159,1229492,189982
160,1224336,187510
161,1227634,178052
162,1233782,184876
163,1250752,195274
164,1256486,181622
165,1268342,228264
166,1155364,291416
167,991116,191960
168,923486,187240
169,803540,193210
170,1012412,188020
171,854632,182766
172,891048,182214
173,949918,295550
174,728896,204410
175,655598,186952
176,640912,183252
177,657712,186426
178,793424,176008
179,520352,184728
180,557252,183498
181,393128,305886
182,305224,181136
183,200408,181042
184,292366,180950
185,185372,179434
186,214744,176524
187,198205,171650
188,179020,178212
189,194830,299336
190,176828,170006
191,224484,170362
192,180628,173718
193,215738,176756
194,329428,159940
195,192430,164850
196,194774,167336
197,340224,219702
198,194978,234412
199,326348,163636
200,207598,160544
201,204088,164020
202,344968,158614
203,198466,150224
204,207718,156560
205,346200,140500
206,226764,147136
207,230164,237140
208,218316,143612
209,234380,138820
210,220360,140146
211,233092,142424
212,221462,128308
213,237173,127914
214,246638,135404
215,264344,147482
216,241700,248278
217,396390,142614
218,403990,125186
219,255512,132348
220,254406,140006
221,232060,129604
222,240474,129092
223,276172,123716
224,413296,122584
225,263498,142140
226,234810,231560
227,247144,134740
228,234496,117046
229,274264,127038
230,278442,131288
231,264290,126240
232,272872,118976
233,294220,114728
234,233016,120006
235,292597,135604
236,326414,289294
237,298992,123056
238,287472,111250
239,223318,97416
240,222462,102374
241,292234,115496
242,185856,115084
243,286232,110462
244,324894,109952
245,255030,156006
246,243448,101126
247,172906,112258
248,175230,149624
249,318944,98998
250,359100,98560
251,257338,97522
252,300412,102348
253,324802,117474
254,317042,93958
255,87898,91590
256,110488,94664
257,115812,92004
258,270796,99822
259,339542,158292
260,175224,99174
261,277734,101096
262,94502,82562
263,189525,81166
264,350696,83688
265,97362,89648
266,110526,73222
267,274788,77282
268,398710,82010
269,315402,79012
270,326816,76420
271,145688,72004
272,313912,107830
273,270068,99152
274,324156,77020
275,319628,71912
276,335064,60430
277,312506,113592
278,135240,64842
279,363791,74896
280,341545,62994
281,227171,63772
282,136585,63622
283,276981,68766
284,133508,65830
285,408860,120928
286,369284,66074
287,324840,144786
288,108046,64432
289,264244,57752
290,264534,50808
291,250386,55950
292,302408,49366
293,317460,56122
294,279338,62074
295,290752,51262
296,132144,48820
297,123242,46196
298,311428,49218
299,130292,47728
300,142574,42408
301,162008,48812
302,154352,42808
303,357024,89734
304,319580,42886
305,150306,43008
306,151760,35378
307,139590,35168
308,135294,33018
309,336522,31482
310,129060,31624
311,344040,29802
312,173544,30464
313,144402,26758
314,317792,28242
315,321808,26548
316,362724,21428
317,247146,22232
318,209480,23124
319,376676,39164
320,162442,22472
321,360271,22078
322,152484,16582
323,183670,13760
324,155982,12848
325,423334,11076
326,533832,6050
327,529248,5852
328,379882,6486
329,620814,5984
330,580092,6062
331,366366,6652
332,583522,6182
333,866642,6116
334,686684,5678
335,765474,6574
336,1120588,5378
337,1201470,5576
338,1136842,5300
339,1284800,5326
340,1184892,5378
341,1260280,4868
342,1526588,2646
343,1390218,5398
344,1431548,5156
345,1527408,4550
346,1611612,4340
347,1549782,4196
348,1639586,4274
349,1678700,4298
350,1545062,4762
351,1642188,4274
352,1529420,4196
353,1691880,6554
354,1661676,4576
355,1328266,4736
356,1711530,1926
357,1569780,4394
358,1579140,4488
359,1519582,4328
360,1543574,4472
361,1426534,4406
362,1328474,4842
363,1669961,2190
364,1529670,4196
365,1560620,4196
366,1480530,4352
367,1536084,1914
368,1554504,4460
369,1522998,4328
370,1368838,4564
371,1608269,1650
372,1526990,4798
373,1633934,2052
374,1550046,2856
375,1607476,3014
376,1590766,1452
377,1530202,1518
378,1679684,1716
379,1530346,1596
380,1570704,1728
381,1732898,1518
382,1457414,1518
383,1594502,2058
384,1510992,1716
385,1781704,1782
386,1651890,1398
387,1577240,1596
388,1585502,1768
389,1547736,24962
390,1651070,1794
391,1856216,30514
392,1677842,6726
393,1675684,25824
394,1887402,2066
395,1682276,29730
396,1888344,49782
397,1687788,31498
398,1710692,18144
399,1856568,32050
400,1640768,22060
401,1791616,32546
402,1887456,16550
403,1861222,53508
404,1878172,25602
405,1860398,27712
406,1888902,49202
407,1742816,92200
408,1894268,1122
409,1886662,34504
410,1709630,33352
411,1883846,39046
412,1682740,33884
413,1757300,65248
414,1884496,42774
415,1885792,71514
416,1879200,52918
417,1683850,33964
418,1768768,70528
419,1800430,64250
420,1883014,50536
421,1895362,76304
422,1807282,63018
423,1892656,66240
424,1887994,49394
425,1618378,73486
426,1542036,68450
427,1560260,65512
428,1651172,20674
429,1548324,79554
430,1326439,57378
431,764062,28482
432,1282620,81784
433,1057988,54662
434,1175182,95302
435,1151590,133414
436,1143022,83196
437,799794,65734
438,875736,61182
439,656948,78596
440,682368,80944
441,607266,55884
442,520210,36898
443,551864,61324
444,549300,56744
445,728682,57408
446,559904,54138
447,432954,71058
448,612414,112332
449,469929,29306
450,425286,74218
451,364256,53002
452,735902,35566
453,364334,66050
454,371844,43184
455,379510,65546
456,368678,88622
457,361076,43694
458,371962,38426
459,428742,17266
460,370423,29640
461,370636,31282
462,534828,74054
463,403934,54356
464,514950,53124
465,380040,83372
466,578132,63192
467,371520,19466
468,394986,37718
469,367106,42922
470,369506,48240
471,533080,62938
472,266060,62258
473,334504,79520
474,466642,30472
475,527214,18838
476,227536,38984
477,396382,20066
478,598118,21784
479,597156,24126
480,528270,72666
481,952460,82800
482,375176,93734
483,438022,84484
484,475694,34208
485,546708,19000
486,577562,26496
487,360897,101452
488,461950,74986
489,370998,142762
490,621078,43714
491,447162,42096
492,610206,78440
493,591018,43796
494,473946,59386
495,374550,47726
496,384160,61644
497,539884,101028
498,386229,41890
499,425288,30162
500,536006,31658
