Row,RX,TX
501,430334,45552
502,492222,34082
503,439734,64624
504,548666,58630
505,546298,114012
506,699258,66318
507,530316,58330
508,440828,61060
509,550958,62532
510,537390,33240
511,537550,38436
512,529850,59600
513,536372,75492
514,493554,47006
515,535940,27878
516,391924,31886
517,551170,17724
518,477192,25948
519,507928,29014
520,534922,56558
521,539848,66238
522,559558,81598
523,542946,50390
524,554610,50182
525,548470,35640
526,544008,57692
527,565348,70886
528,562596,63332
529,534252,38518
530,427700,42128
531,435326,32588
532,501056,103122
533,510660,53954
534,549244,22328
535,553766,27920
536,504154,27988
537,486806,24860
538,500468,28298
539,632518,31892
540,1699452,1452
541,1667552,10592
542,1767734,1584
543,1536800,1662
544,715219,5922
545,470766,3324
546,409530,23098
547,515712,29914
548,537280,42398
549,639924,26908
550,1975096,3384
551,1843772,990
552,1598244,1356
553,1392244,10486
554,1489178,2124
555,1247900,5978
556,479464,2082
557,488880,44946
558,459500,30388
559,396236,24130
560,463974,23158
561,1786438,8048
562,1760110,1424
563,1385984,1386
564,1371508,5350
565,1323468,2346
566,1273492,11750
567,399814,6642
568,164676,16368
569,433940,29354
570,444283,23682
571,277576,42482
572,784686,35686
573,469292,33748
574,696630,32056
575,588208,24168
576,1118942,25388
577,1763810,792
578,1773808,29682
579,1673982,6778
580,1358192,1716
581,1713174,9394
582,1478728,1950
583,1101410,6082
584,384917,6098
585,382630,26472
586,677104,28602
587,733238,30940
588,422960,34254
589,493680,35056
590,300782,34114
591,570992,23842
592,1755290,1386
593,1585434,1452
594,1736504,1794
595,1501536,1464
596,1811478,1650
597,1593448,8152
598,1672112,5712
599,1752224,5208
