Row,RX,TX
0,60,4296
1,206,3496
2,573116,192282
3,407953,610284
4,475686,684409
5,280038,739908
6,167415,307828
7,155376,284532
8,308282,381522
9,177536,464814
10,121774,201658
11,112888,200290
12,171754,221964
13,123244,209956
14,123406,214248
15,237078,217316
16,248246,327126
17,250432,218710
18,236431,185778
19,121684,166130
20,132064,208898
21,120018,182886
22,112938,194970
23,150886,172542
24,128236,209220
25,128008,182150
26,116670,171508
27,174512,215328
28,144788,177446
29,140930,179174
30,196476,167036
31,213538,203316
32,196042,161100
33,185514,203552
34,209070,166332
35,163994,195094
36,132362,225006
37,115844,233958
38,125168,176138
39,134162,183164
40,124368,151376
41,119278,161956
42,181244,137246
43,140486,207430
44,108900,137812
45,108080,142678
46,132110,120628
47,211300,133798
48,107070,137730
49,140538,127808
50,132208,125512
51,108320,111854
52,123484,186232
53,138106,113064
54,97500,121858
55,142330,119336
56,109314,109586
57,167282,179088
58,122700,115268
59,169624,112186
60,119356,107028
61,132670,106806
62,202890,117710
63,136646,122106
64,141228,106170
65,147810,116516
66,141926,96898
67,147052,98200
68,161362,158996
69,132841,105028
70,141261,105232
71,136181,99134
72,131597,99564
73,169468,97070
74,101586,118176
75,109648,82576
76,106840,100112
77,138474,98928
78,113792,93728
79,136896,134968
80,105006,96750
81,102650,91704
82,132652,93910
83,76172,84814
84,129588,86406
85,132866,160678
86,112982,82938
87,102518,77904
88,99618,82628
89,116960,76806
90,132308,65438
91,103316,144428
92,104276,74828
93,135710,71536
94,132662,70176
95,104686,64836
96,111042,70042
97,119606,135106
98,128216,67994
99,119144,68848
100,104740,64360
101,97286,63612
102,108004,66144
103,131276,130838
104,103786,66794
105,107290,59970
106,108298,63238
107,103690,62354
108,100324,60276
109,172674,60166
110,101780,62482
111,106854,54758
112,119670,57240
113,104194,55066
114,141930,52814
115,146720,56728
116,130524,99700
117,112420,50672
118,113402,52016
119,140478,54964
120,132816,49738
121,122078,43926
122,177690,52726
123,141418,65442
124,126628,49128
125,133006,47732
126,122856,48748
127,114558,50726
128,149160,41552
129,204654,49456
130,149308,61806
131,126042,39962
