TIME,CPU,REAL_MB,VIRTUAL_MB
5.507469177246094e-05,0.0,126.03515625,177.0
2.0051910877227783,98.2,128.109375,179.3046875
4.01517915725708,99.0,128.2734375,179.5546875
6.025192022323608,98.0,128.046875,179.3046875
8.027589082717896,98.4,135.61328125,186.8046875
10.035192012786865,99.1,134.83203125,186.0546875
12.045155048370361,98.0,129.265625,180.3046875
14.055219173431396,98.0,130.73046875,181.8046875
16.06521511077881,98.5,130.17578125,181.3046875
18.075201988220215,98.5,128.8046875,179.8046875
20.085317134857178,98.5,128.0546875,179.0546875
22.095149993896484,98.5,129.3125,180.5546875
24.105159997940063,98.0,126.92578125,178.08984375
26.11517310142517,98.5,126.640625,177.83984375
28.125224113464355,98.5,128.15234375,179.33984375
30.135233163833618,98.0,128.2109375,179.33984375
32.14548397064209,98.5,126.921875,178.08984375
34.14810800552368,98.9,127.21875,178.33984375
36.150458097457886,98.4,130.98828125,182.08984375
38.15519905090332,98.3,139.9140625,191.33984375
40.1652090549469,99.5,135.9296875,187.08984375
42.17517805099487,98.5,135.640625,186.83984375
44.185178995132446,98.5,129.203125,180.33984375
46.186787128448486,98.4,127.12890625,178.08984375
48.195229053497314,98.6,126.87890625,177.83984375
50.205146074295044,99.0,127.6328125,178.83984375
52.2151780128479,98.5,128.50390625,179.58984375
54.22517514228821,99.0,128.34765625,179.33984375
56.23517298698425,98.5,127.140625,178.33984375
58.23645997047424,98.9,133.15625,184.33984375
60.24518013000488,99.1,135.140625,186.58984375
62.25515913963318,98.0,126.3671875,177.33984375
64.26518702507019,98.5,132.90625,184.08984375
66.27533411979675,98.5,129.20703125,180.2734375
68.28514814376831,98.0,129.44921875,180.5234375
70.28573703765869,99.0,128.0234375,179.03125
72.29516315460205,98.5,129.953125,181.0859375
74.29924511909485,98.3,126.734375,177.6953125
76.2997100353241,99.0,126.703125,177.6953125
78.30492997169495,98.7,126.453125,177.4453125
80.31517100334167,98.0,127.4375,178.4453125
82.32524418830872,99.0,128.69921875,179.6953125
84.33518815040588,99.0,136.75390625,187.9453125
86.34535002708435,98.5,127.453125,178.4453125
88.355220079422,98.5,128.22265625,179.1953125
90.36515712738037,98.5,126.4140625,177.4453125
92.36816596984863,98.9,133.98828125,185.1953125
94.37515497207642,98.7,135.984375,187.1953125
96.38515615463257,98.0,127.3515625,178.4453125
98.39515399932861,98.5,130.01953125,181.1953125
100.39987897872925,98.8,127.76953125,178.9453125
102.40516400337219,98.7,126.4921875,177.6953125
104.41518807411194,98.0,127.27734375,178.4453125
106.42520499229431,98.5,127.234375,178.1953125
108.43515515327454,99.0,125.5703125,176.6953125
110.43574810028076,98.5,128.234375,179.1953125
112.44398498535156,98.6,131.73046875,182.765625
114.44519519805908,98.9,143.73828125,195.015625
116.45515513420105,98.5,128.5234375,179.484375
118.4639961719513,98.6,130.2734375,181.234375
