Row,RX,TX
196,1427166,212276
197,133586,20594
198,1420586,179768
199,107042,20682
200,1446438,160506
201,113596,21250
202,1435040,280638
203,98480,1662
204,1449688,156832
205,107592,5430
206,1521140,170764
207,139514,1542
208,1465732,313790
209,109846,2950
210,1508444,182818
211,104904,16540
212,1296736,171288
213,111308,2030
214,1577216,295194
215,106602,14488
216,1487604,171288
217,113154,1796
218,1494590,177894
219,131224,1466
220,1484110,303966
221,100606,1584
222,1495102,186220
223,110764,1530
224,1606996,172148
225,106576,63526
226,1538638,304170
227,100726,1518
228,1620200,173608
229,131276,1398
230,1833996,166832
231,108480,22506
232,1683678,189972
233,212910,1320
234,1644092,175808
235,106188,1256
236,1629014,190018
237,108573,1464
238,1669814,184070
239,186916,5328
240,1676944,188616
241,183852,19396
242,1580380,171874
243,105924,26362
244,1689648,170428
245,94332,1320
246,1700016,306824
247,113794,26350
248,1697492,181334
249,163438,9586
250,1715446,205158
251,111464,7690
252,1882152,176330
253,193968,8728
254,1715660,171718
255,110986,40520
256,1802990,190402
257,108354,21440
258,1752532,252828
259,142714,7882
260,1969558,324708
261,118434,18866
262,1760588,169138
263,109114,16392
264,1768894,179316
265,205140,1410
266,1763718,341170
267,129036,1332
268,1780514,173612
269,105258,1332
270,1801664,171718
271,213112,1542
272,1789942,270008
273,111208,16918
274,2023778,244882
275,110912,9216
276,1823754,170258
277,161880,1254
278,1983248,296312
279,145818,1122
280,1761350,181490
281,107998,1784
282,1845050,164252
283,201454,9074
284,1856524,323072
285,100744,1608
286,1852778,158818
287,106984,7480
288,1866186,169786
289,72488,1464
290,2052054,241114
291,273086,11012
292,1871154,219018
293,113818,6780
294,1858656,166142
295,141130,1728
296,1892190,186426
297,177830,1476
298,1622014,287696
299,151294,1716
300,1808282,173690
301,145426,3988
302,1715398,170584
303,109820,1452
304,1501110,350064
305,175118,1056
306,1307336,190732
307,132614,37400
308,1405862,157484
309,80358,1386
310,1191084,167890
311,221042,6660
312,843434,214858
313,131756,1716
314,846276,143062
315,95816,1914
316,590028,153390
317,121876,1596
318,806092,315762
319,164438,28368
320,629018,166598
321,143502,4472
322,457972,151864
323,113476,35166
324,497158,169764
325,256214,3638
326,423732,192744
327,142878,1728
328,633668,140582
329,141234,1200
330,593666,143316
331,139972,6738
332,551916,294576
333,143302,30398
334,533592,151444
335,107134,7446
336,681212,129318
337,148122,3484
338,608164,137616
339,271492,26764
340,440798,166958
341,114800,32120
342,613158,128378
343,104628,1122
344,575852,124714
345,160636,59420
346,617571,230422
347,119362,1134
348,301318,116132
349,112840,44312
350,558528,114786
351,123080,8674
352,309326,125448
353,227674,1518
354,278884,165950
355,125406,16930
356,519000,117916
357,112374,9600
358,581428,107690
359,119946,9694
360,292916,142276
361,206140,1584
362,289498,139490
363,154954,17584
364,835312,102664
365,103846,1188
366,648410,93520
367,116662,51964
368,662102,150348
369,234208,1926
370,587160,123524
371,119244,41924
372,321828,81706
373,114632,33320
374,362216,83576
375,120202,34108
376,455446,128766
377,248254,4144
378,792610,108638
379,124720,18838
380,614166,74202
381,117180,10788
382,598886,76882
383,124698,46604
384,622124,80100
385,231780,39708
386,496542,84030
387,157540,66236
388,543876,66580
389,144652,48294
390,633656,57904
391,160208,39272
392,621226,63562
393,230974,16388
394,671964,82050
395,134688,30474
396,405026,59754
397,149456,38312
398,642826,56102
399,158384,23696
400,653148,54412
401,241770,54138
402,407196,104934
403,130184,46040
404,839348,44882
405,117056,53082
406,545275,44432
407,119220,81734
408,664537,42258
409,153503,48378
410,482303,40880
411,178450,48980
412,647322,68998
413,140414,91898
414,445380,33728
415,115048,74126
416,496398,28864
417,145273,79394
418,814334,27426
419,121703,72354
420,317920,27074
421,171608,53460
422,798142,21638
423,155921,86984
424,533454,17078
425,234438,72376
426,666398,11622
427,425970,56080
428,567726,11936
429,477280,95540
430,632860,12246
431,502676,80715
432,394434,14016
433,935042,99732
434,655536,12628
435,739992,74062
436,670342,9980
437,1004404,77096
438,753615,10844
439,1030620,94420
440,761778,8624
441,1284796,87238
442,659362,12386
443,1632022,61694
444,787504,9656
445,1625196,186100
446,687240,11236
447,1626532,65494
448,659362,11176
449,1798702,43354
450,673978,10858
451,1722502,97452
452,686666,9354
453,1855422,16964
454,613098,10776
455,1839504,98106
456,369628,11080
457,1860700,114546
458,557822,11242
459,1786728,182340
460,655820,9362
461,1899748,120602
462,701502,11102
463,1851006,159634
464,708602,11244
465,1954946,102178
466,711778,9834
467,1969192,115194
468,704962,11154
469,2073890,99872
470,464848,12076
471,1766108,329012
472,588218,6488
473,2088920,98526
474,432200,8504
475,1788270,162512
476,493892,6954
477,2111660,142622
478,673300,10406
479,1746258,190352
480,764094,5806
481,2066428,136006
482,737112,10064
483,2102600,296282
484,444907,11180
485,2076868,177286
486,598028,11306
487,2095298,203596
488,444878,10154
489,2100834,124156
490,445330,10088
491,2088770,158748
492,620920,10738
493,2080084,166326
494,403308,10960
495,2097118,228288
496,459616,10576
497,2081440,322106
498,737046,10030
499,2084740,209840
500,539598,10246
501,2092588,191010
502,463404,11230
503,2089982,224182
504,558392,5614
505,2083420,190008
506,735632,8474
507,2077344,186876
508,416108,6666
509,2083682,319524
510,376240,8572
511,2095164,267546
512,477498,6668
513,2105436,198516
514,749842,6748
515,2149960,209876
516,439714,4176
517,2086662,186876
518,468476,6432
519,1970610,242956
520,492192,5484
521,1945616,211192
522,427254,6562
523,1783502,236944
524,483824,6828
525,1669076,331662
526,428754,6340
527,1665828,265632
528,332294,7006
529,1298278,189196
530,316236,7942
531,1233438,147692
532,453610,6898
533,873348,183496
534,446412,5228
535,1143328,235618
536,148220,7606
537,825066,175368
538,463990,6636
539,970526,379248
540,341888,6944
541,897824,159562
542,283552,6110
543,844798,164810
544,205976,7856
545,830246,220274
546,585540,6778
547,487778,152096
548,618668,6688
549,657022,159918
550,276872,4500
551,850690,152152
552,241612,6338
553,691610,173902
554,163336,6680
555,717182,306884
556,148398,7088
557,613804,184052
558,217940,7284
559,383476,137370
560,500420,6576
561,671882,126776
562,468292,6134
563,675950,125270
564,292678,6502
565,750248,112800
566,190792,7218
567,484486,115968
568,365498,7372
569,723120,117992
570,505208,3724
571,803716,241158
572,158677,6042
573,331902,132592
574,342672,6878
575,513178,91004
576,141568,7054
577,377186,88714
578,477178,6020
579,535842,89252
580,319126,4326
581,411658,85894
582,278372,6588
583,823782,83466
584,192944,7214
585,463426,75706
586,309580,6588
587,826550,155158
588,210832,6004
589,833684,93866
590,151174,4456
591,800280,60506
592,180736,6458
593,600090,61982
594,190351,6854
595,814576,53512
596,123182,6500
597,709112,47918
598,79470,6478
599,822560,45160
