Row,RX,TX
0,2416,3904
1,533516,4296
2,441830,623408
3,478332,681910
4,356732,775796
5,177760,330392
6,214792,281170
7,372710,352352
8,259706,490308
9,146414,216646
10,203391,201226
11,269028,223580
12,224106,218956
13,257904,209494
14,390450,226654
15,429578,335630
16,219480,254092
17,298988,305366
18,285476,247954
19,303502,220150
20,290096,186224
21,296242,193964
22,333642,176878
23,339522,224328
24,330966,187194
25,359190,184036
26,398042,177154
27,366792,206948
28,397072,212804
29,373224,240486
30,426432,260246
31,447230,302690
32,405754,296778
33,435456,246818
34,442214,248222
35,449074,222634
36,445901,229108
37,436986,191922
38,466180,178270
39,470508,156760
40,489245,167454
41,505162,167376
42,492914,154406
43,497628,154302
44,543962,148730
45,531792,205378
46,510658,135556
47,510946,144038
48,514928,132486
49,555622,130910
50,598742,156916
51,565916,132792
52,565894,126948
53,563158,137680
54,566820,130562
55,591468,120330
56,702412,133246
57,634556,138490
58,625376,130420
59,624348,133456
60,636438,117230
61,644028,116366
62,687350,122912
63,670130,235056
64,626988,166832
65,624946,204896
66,626666,139694
67,635004,144626
68,643692,134660
69,672716,180558
70,731744,184028
71,660482,138822
72,656884,136330
73,688634,136588
74,682086,110386
75,694160,120226
76,710554,115934
77,766286,113120
78,698442,120054
79,697240,109280
80,725712,113174
81,709468,105840
82,721238,103878
83,751718,110886
84,830866,112120
85,744620,124978
86,753074,93626
87,735590,93280
88,738438,117058
89,757960,101912
90,772308,104238
91,793982,102594
92,828060,168286
93,773605,98854
94,772360,101670
95,795920,102686
96,795322,100784
97,810418,100164
98,801444,98332
99,812282,84906
100,891338,136638
101,829094,104574
102,828236,91178
103,828862,95798
104,825064,95046
105,843822,93920
106,846960,90768
107,861014,82860
108,874976,95536
109,883368,149726
110,865804,129782
111,858442,88608
112,865702,93464
113,874948,102932
114,877242,97204
115,877478,104112
116,887632,93456
117,894942,88866
118,907362,94722
119,936142,155322
120,901786,107634
121,903372,113280
122,907449,108332
123,899727,94444
124,907550,103840
125,902113,108006
126,935690,118808
127,915418,110426
128,925824,82944
129,920508,116702
130,975314,114840
131,938028,152692
132,937608,87572
133,942116,77026
134,931658,76028
135,936438,82634
136,936912,78684
137,945370,72110
138,1042978,76624
139,956964,86332
140,962802,79450
141,965642,65876
142,1025074,92196
143,979280,93478
144,971468,81700
145,984230,72788
146,1040554,72410
147,978418,105476
148,988850,61990
149,981618,71904
150,994624,77682
151,1008392,65310
152,1001722,71992
153,1016052,66146
154,1006712,74352
155,1054392,108826
156,1034840,112056
157,1014530,71880
158,1024240,72554
159,1012908,73458
160,1043636,74000
161,1027816,76748
162,1029112,60838
