Row,RX,TX
126,108738,327284
127,157096,48244
128,107208,206662
129,1275988,203226
130,108262,138814
131,115302,304230
132,138274,42328
133,114052,172304
134,1275698,176064
135,106910,138498
136,107922,305176
137,83039,43098
138,106759,181216
139,1355321,171888
140,242233,132298
141,109224,296542
142,101162,38984
143,105680,177494
144,1391218,174070
145,111036,135542
146,112308,290994
147,93424,34568
148,175492,181808
149,1433668,176446
150,112176,139846
151,108986,307172
152,93808,36010
153,105948,182588
154,1416748,180474
155,128361,119664
156,113461,309282
157,172908,45366
158,110840,202912
159,1512314,188370
160,176234,139704
161,114934,214616
162,108848,27920
163,107880,190274
164,1516136,186220
165,211594,140320
166,108170,179340
167,159118,25774
168,107604,189874
169,1502490,181594
170,188560,137044
171,113606,183210
172,135092,18932
173,109835,191536
174,1585015,192396
175,147922,194492
176,114180,182904
177,161404,19134
178,108668,185790
179,1671276,193842
180,131004,206826
181,113374,182624
182,58814,16522
183,109958,186650
184,1579264,192552
185,123940,242868
186,114070,196900
187,290262,9856
188,111596,189388
189,1305084,201658
190,116487,232124
191,438014,189912
192,267354,6104
193,105670,186650
194,1316096,192106
195,120801,213154
196,479926,188608
197,178212,6086
198,110150,190464
199,1261194,185186
200,146180,178782
201,594244,188958
202,310434,5612
203,113694,182262
204,1169552,176336
205,212598,95450
206,774350,187770
207,169822,5806
208,111182,193412
209,1041356,174024
210,194692,108302
211,1142060,196682
212,308430,5048
213,116438,195876
214,661236,168358
215,225528,102764
216,1415458,209790
217,192086,5284
218,113516,205320
219,658208,170984
220,137072,88942
221,1351000,320398
222,331762,6056
223,112618,198456
224,568928,167186
225,118146,104494
226,1425185,323292
227,327324,4852
228,117216,193256
229,405700,155822
230,130700,82082
231,1590978,241124
232,355534,4786
233,114024,206532
234,439497,149922
235,112526,79654
236,1645146,345170
237,338108,4642
238,155352,201894
239,432546,143824
240,115002,79884
241,1711464,370790
242,237840,4654
243,110718,196898
244,558624,133828
245,174908,57884
246,1720556,372504
247,337418,5980
248,112784,193300
249,566192,133632
250,180548,81962
251,1740090,311000
252,250830,5072
253,111900,193154
254,390422,125090
255,178676,221660
256,1742998,302450
257,250436,4940
258,111030,189386
259,337454,119584
260,218826,75750
261,1757322,315190
262,418628,4626
263,109204,273182
264,475123,114094
265,163834,65088
266,1782102,341012
267,291731,5022
268,112291,192544
269,474321,109134
270,162373,79554
271,1792420,400092
272,355034,4974
273,110728,198298
274,843922,103930
275,117841,69048
276,1597510,382748
277,401748,1848
278,111718,198374
279,495654,99102
280,111958,161986
281,1583354,362108
282,464016,2112
283,112964,212252
284,295678,96664
285,111032,55510
286,1926846,196990
287,443396,4982
288,114762,247882
289,529586,94720
290,138594,70408
291,1857498,188526
292,305150,5428
293,119808,330414
294,527910,85062
295,156090,70600
296,1871096,186322
297,331996,5342
298,134112,391794
299,540752,89532
300,128380,57916
301,1880944,182772
302,467522,5176
303,173454,338268
304,606120,105140
305,117898,60294
306,1897790,187940
307,452354,5416
308,226846,195468
309,815602,103642
310,141234,63060
311,1970248,197376
312,352062,2082
313,150960,186220
314,470592,167736
315,182090,84802
316,1923770,205566
317,244324,2244
318,122790,186220
319,754572,63764
320,241218,72816
321,1925372,218432
322,343082,1980
323,109374,194116
324,614038,53054
325,182960,54986
326,1942710,331238
327,336602,2070
328,112996,200446
329,480722,51270
330,143576,47690
331,1882264,374132
332,581376,1782
333,116330,228118
334,621578,44066
335,117668,9416
336,1954446,188578
337,444024,2244
338,126332,389236
339,536686,40242
340,110858,41146
341,1972638,171756
342,356038,2202
343,109048,166690
344,558120,39712
345,259228,42558
346,1970782,217412
347,460196,1980
348,118326,177222
349,890540,30774
350,101282,43196
351,2007360,182584
352,388159,2070
353,133348,371572
354,481954,22632
355,107292,79302
356,2022430,174948
357,366696,1992
358,108778,164800
359,750686,14400
360,199438,58600
361,2025228,267878
362,383166,2178
363,417037,178900
364,849560,6730
365,105930,50012
366,1932983,175284
367,503680,1596
368,511648,228650
369,774926,5450
370,111858,4318
371,1596670,180858
372,336760,1848
373,653148,165388
374,467906,6916
375,144748,62538
376,986629,338382
377,489230,7894
378,1016514,209790
379,703184,8036
380,122718,61868
381,884532,153074
382,350532,1914
383,1539404,175706
384,314396,7888
385,155756,207598
386,595678,143052
387,301988,1992
388,1656508,172632
389,348972,5824
390,121051,47892
391,453900,140138
392,369450,2202
393,1770632,390682
394,434138,5590
395,145878,80292
396,810084,126102
397,361604,1938
398,1772584,181022
399,765518,6470
400,163800,78198
401,667546,252318
402,142032,2178
403,1787004,186494
404,758786,6404
405,111658,84208
406,605670,117032
407,330168,2148
408,1923236,191654
409,542120,6512
410,147200,202432
411,664996,118858
412,277316,1728
413,1891934,172538
414,735028,6640
415,143844,93202
416,570926,117638
417,249280,1848
418,1981248,418708
419,758938,6652
420,140718,103184
421,790775,97456
422,306696,2376
423,1964920,175642
424,516362,6652
425,187566,83982
426,552068,220846
427,77998,2178
428,2031606,190520
429,672858,6508
430,112422,84652
431,793642,87036
432,243646,1530
433,2228526,197254
434,693094,6412
435,134754,223238
436,412754,78878
437,140004,2244
438,2162956,172696
439,345574,6466
440,116866,91140
441,474868,78846
442,303920,2058
443,2172188,432248
444,857334,5980
445,116554,125030
446,671680,59154
447,354140,2004
448,2179876,181882
449,430362,6718
450,206190,140950
451,815866,130544
452,330132,1398
453,2184424,186954
454,662640,6534
455,111596,138674
456,544760,41890
457,252270,1674
458,2188500,190794
459,760184,6414
460,213820,210796
461,838568,31226
462,175034,1584
463,2195890,180592
464,805448,6516
465,119570,138008
466,748796,23014
467,97454,2400
468,2291546,303260
469,838282,1728
470,114962,293244
471,559952,16126
472,80949,2256
473,2157348,187754
474,547148,4292
475,358356,173766
476,847878,7926
477,92064,1992
478,1982870,423056
479,488682,2388
480,618956,185232
481,866306,8730
482,123574,1848
483,1669924,174366
484,850260,1728
485,1055412,182976
486,831542,6926
487,170404,2112
488,1211542,307258
489,871276,2190
490,1289084,139230
491,590520,7872
492,156226,2388
493,793645,165422
494,828444,2070
495,1645020,156410
496,564786,7398
497,241424,2466
498,797550,194746
499,497974,2532
500,1775894,191264
501,863012,7038
502,132432,1716
503,697490,143532
504,590112,2466
505,1823392,190168
506,620580,7190
507,284176,1914
508,701756,191462
509,423702,2322
510,1912566,224018
511,296782,7532
512,96690,1914
513,443082,124720
514,666196,2244
515,2022928,199746
516,818288,8100
517,312540,1530
518,552408,152834
519,689970,1794
520,1995034,191474
521,507562,7256
522,135623,1518
523,783726,103304
524,515596,2322
525,2131224,228074
526,302928,7112
527,223848,1650
528,568110,168042
529,271770,2058
530,2174148,201766
531,805314,6518
532,145163,21934
533,603650,78602
534,196886,2244
535,2278472,213616
536,934894,6716
537,207238,41404
538,734046,168860
539,570594,2058
540,2286082,194820
541,444242,6596
542,144298,36328
543,305226,60194
544,558912,2124
545,2319238,195736
546,808928,6122
547,127876,14130
548,729556,95172
549,303148,1926
550,2309519,374622
551,797856,6662
552,126336,51480
553,620054,36560
554,447074,2256
555,2331694,197674
556,832210,7034
557,135518,107568
558,468492,33584
559,613824,1716
560,2333758,457682
561,738552,6940
562,154732,31204
563,970980,22008
564,333420,1740
565,2334244,231728
566,834600,6700
567,122286,29076
568,587094,13256
569,350716,2124
570,2334760,233820
571,520102,7096
572,443012,118994
573,870616,5984
574,562758,1386
575,1748664,210624
576,827658,2256
577,694148,102298
578,657260,5958
579,326972,2148
580,1395242,178386
581,626842,2850
582,1126164,100720
583,808850,5566
584,366256,1926
585,937397,270256
586,490708,2388
587,1627066,82622
588,562974,8856
589,108312,2772
590,692396,153352
591,479638,2940
592,1820772,96590
593,957838,7744
594,118726,1848
595,628628,170524
596,478478,2706
597,1896976,225540
598,621724,7480
599,333898,1992
