TIME,CPU,REAL_MB,VIRTUAL_MB
1.7881393432617188e-05,0.0,45.6640625,97.46484375
1.001633882522583,0.0,45.6640625,97.46484375
2.0031039714813232,0.0,45.6640625,97.46484375
3.0046560764312744,1.0,45.6640625,97.46484375
4.006416082382202,0.0,45.6640625,97.46484375
5.0071799755096436,0.0,45.6640625,97.46484375
6.007968902587891,0.0,45.6640625,97.46484375
7.008763074874878,0.0,45.6640625,97.46484375
8.013761043548584,0.0,45.6640625,97.46484375
9.015367984771729,0.0,45.6640625,97.46484375
10.016716003417969,1.0,45.6640625,97.46484375
11.018415927886963,0.0,45.6640625,97.46484375
12.020732879638672,0.0,45.6640625,97.46484375
13.022047996520996,0.0,45.6640625,97.46484375
14.024200916290283,39.9,47.55859375,98.984375
15.0255708694458,71.9,47.8125,99.11328125
16.027245044708252,69.9,47.8125,99.11328125
17.028547048568726,69.9,48.0703125,99.11328125
18.02981400489807,67.9,48.0703125,99.11328125
19.031322956085205,67.9,48.0703125,99.11328125
20.036216020584106,57.7,48.0703125,99.11328125
21.03767204284668,50.9,48.13671875,99.11328125
22.039017915725708,47.9,48.13671875,99.11328125
23.03987407684326,48.0,48.13671875,99.11328125
24.041383981704712,47.9,48.6484375,99.87109375
25.043145895004272,54.9,48.6484375,99.87109375
26.044949054718018,58.9,48.6484375,99.87109375
27.04618501663208,55.9,48.6484375,99.87109375
28.04740285873413,45.9,48.6484375,99.87109375
29.048717975616455,38.9,48.6484375,99.87109375
30.05041003227234,36.9,48.6484375,99.87109375
31.051651000976562,40.9,51.7890625,103.17578125
32.05304789543152,37.9,51.7890625,103.17578125
33.05629801750183,41.9,51.7890625,103.17578125
34.05772399902344,40.9,51.7890625,103.17578125
35.05918908119202,38.9,51.7734375,102.92578125
36.06100392341614,40.9,51.7734375,102.92578125
37.06293988227844,38.9,51.7734375,102.92578125
38.06331992149353,44.0,52.80078125,103.94140625
39.064966917037964,46.9,52.80078125,103.94140625
40.0663628578186,50.9,52.80078125,103.94140625
41.067184925079346,51.0,52.80078125,103.94140625
42.06824707984924,48.9,52.80078125,103.94140625
43.0695960521698,45.9,52.80078125,103.94140625
44.07144904136658,47.9,52.80078125,103.94140625
45.07275390625,44.9,54.86328125,106.23046875
46.07445502281189,44.9,54.86328125,106.23046875
47.07571887969971,39.9,54.86328125,106.23046875
48.080244064331055,44.8,54.86328125,106.23046875
49.08170008659363,39.9,54.86328125,106.23046875
50.08308506011963,38.9,54.86328125,106.23046875
51.084840059280396,39.9,54.86328125,106.23046875
52.08627486228943,46.9,61.671875,112.7578125
53.08720898628235,37.0,61.671875,112.7578125
54.0888090133667,40.9,61.671875,112.7578125
55.09010887145996,42.9,61.671875,112.7578125
56.0913200378418,41.9,61.671875,112.7578125
57.09270906448364,39.9,61.671875,112.7578125
58.09407591819763,36.9,61.671875,112.7578125
59.095674991607666,50.9,61.671875,112.7578125
60.09714889526367,40.9,61.265625,112.2578125
61.09886193275452,36.9,61.265625,112.2578125
62.09941506385803,42.0,61.265625,112.2578125
63.10068202018738,40.9,61.265625,112.2578125
64.10209488868713,41.9,61.265625,112.2578125
65.10432386398315,39.9,61.265625,112.2578125
66.10627293586731,51.9,61.54296875,112.7578125
67.10725903511047,38.0,61.54296875,112.7578125
68.10885095596313,37.9,61.54296875,112.7578125
69.11030197143555,42.9,61.54296875,112.7578125
70.11116600036621,44.0,61.515625,112.5078125
71.11272692680359,47.9,61.515625,112.5078125
72.11417293548584,38.9,61.515625,112.5078125
73.11541700363159,62.9,69.9765625,121.125
74.11703085899353,40.9,69.9765625,121.125
75.11828207969666,43.9,69.9765625,121.125
76.11921000480652,37.0,69.9765625,121.125
77.12051796913147,46.9,69.9765625,121.125
78.12200093269348,41.9,69.9765625,121.125
79.12414693832397,45.9,69.9765625,121.125
80.12546801567078,58.9,70.23046875,121.375
81.12807989120483,40.9,70.23046875,121.375
82.12936997413635,39.0,70.23046875,121.375
83.13069295883179,42.9,70.23046875,121.375
84.1316020488739,39.0,70.23046875,121.375
85.13283801078796,41.0,70.23046875,121.375
86.13423895835876,40.9,70.23046875,121.375
87.13542294502258,58.9,69.6328125,120.625
88.13693404197693,37.9,69.6328125,120.625
89.13849902153015,37.9,69.6328125,120.625
90.13917398452759,40.0,69.6328125,120.625
91.14052891731262,37.9,69.6328125,120.625
92.14184188842773,39.0,69.6328125,120.625
93.14348196983337,50.9,69.6328125,120.625
94.14500188827515,58.9,77.44140625,128.58984375
95.14636301994324,35.0,77.44140625,128.58984375
96.14717602729797,35.0,77.44140625,128.58984375
97.14800906181335,38.0,77.44140625,128.58984375
98.14962601661682,34.9,77.44140625,128.58984375
99.15213108062744,34.9,77.44140625,128.58984375
100.15345597267151,35.0,77.44140625,128.58984375
101.15521693229675,63.9,77.125,128.08984375
102.15613794326782,45.0,77.125,128.08984375
103.15762400627136,36.9,77.125,128.08984375
104.15917992591858,35.9,77.125,128.08984375
105.16052103042603,37.0,76.875,127.83984375
106.16254305839539,35.9,76.875,127.83984375
107.16323494911194,36.0,76.875,127.83984375
108.16419005393982,59.9,77.125,128.08984375
109.1658399105072,39.9,76.875,127.83984375
110.16737985610962,49.9,76.875,127.83984375
111.16884803771973,36.9,76.875,127.83984375
112.1701819896698,36.0,76.875,127.83984375
113.17178702354431,35.9,76.875,127.83984375
114.17606592178345,33.9,76.875,127.83984375
115.17746996879578,60.9,78.671875,129.86328125
116.17914700508118,34.9,78.421875,129.61328125
117.18045496940613,36.0,78.421875,129.61328125
118.1817319393158,49.9,78.421875,129.61328125
119.18308997154236,37.0,78.421875,129.61328125
120.18455505371094,36.9,78.421875,129.61328125
121.18620705604553,34.9,78.421875,129.61328125
122.18718194961548,67.9,85.01171875,136.07421875
123.18852186203003,34.0,85.01171875,136.07421875
124.18983888626099,35.9,85.01171875,136.07421875
125.19128894805908,34.9,85.01171875,136.07421875
126.19320702552795,43.9,84.76171875,135.82421875
127.19498896598816,43.9,84.76171875,135.82421875
128.1964910030365,38.9,84.76171875,135.82421875
129.19978404045105,65.8,84.72265625,135.82421875
130.20110297203064,39.9,84.72265625,135.82421875
131.20293307304382,35.9,84.72265625,135.82421875
132.20437598228455,38.9,84.72265625,135.82421875
133.20581102371216,34.0,84.72265625,135.82421875
134.2072250843048,38.9,84.72265625,135.82421875
135.20859503746033,47.9,84.72265625,135.82421875
136.2101969718933,72.9,88.39453125,139.64453125
137.2114188671112,36.0,87.39453125,138.64453125
138.21281599998474,40.9,87.38671875,138.39453125
139.21427202224731,34.9,87.38671875,138.39453125
140.21517205238342,41.0,87.38671875,138.39453125
141.21682596206665,34.9,87.13671875,138.14453125
142.2197549343109,40.9,87.13671875,138.14453125
143.22111892700195,64.9,87.2109375,138.39453125
144.22271394729614,40.9,86.7109375,137.89453125
145.22324585914612,46.0,86.7109375,137.89453125
146.22503304481506,39.9,86.7109375,137.89453125
147.22650694847107,34.9,86.7109375,137.89453125
148.2275309562683,39.0,86.7109375,137.89453125
149.22934699058533,36.9,86.7109375,137.89453125
150.23078989982605,77.9,92.89453125,143.94140625
151.23247694969177,33.9,92.64453125,143.69140625
152.23382806777954,36.9,92.64453125,143.69140625
153.23513102531433,36.0,92.64453125,143.69140625
154.23674392700195,47.9,92.39453125,143.44140625
155.23833394050598,40.9,92.39453125,143.44140625
156.2392270565033,37.0,92.39453125,143.44140625
157.2405650615692,69.9,92.55859375,143.69140625
158.24210906028748,36.9,91.80859375,142.94140625
159.2431869506836,36.0,91.80859375,142.94140625
160.24470496177673,34.9,91.80859375,142.94140625
161.24629092216492,38.9,84.796875,135.82421875
162.24719285964966,38.0,84.796875,135.82421875
163.24869990348816,52.9,84.796875,135.82421875
164.25006198883057,81.9,85.53515625,136.57421875
165.2511899471283,39.0,85.53515625,136.57421875
166.25568008422852,35.8,85.53515625,136.57421875
167.2573540210724,37.9,85.53515625,136.57421875
168.25915002822876,35.9,85.53515625,136.57421875
169.26057600975037,35.9,85.53515625,136.57421875
170.26209092140198,35.9,85.53515625,136.57421875
171.26317405700684,76.9,86.36328125,137.32421875
172.2652759552002,36.9,85.36328125,136.32421875
173.26663398742676,47.9,85.36328125,136.32421875
174.26743602752686,36.0,85.36328125,136.32421875
175.26891088485718,35.0,85.36328125,136.32421875
176.27062702178955,36.9,85.36328125,136.32421875
177.27117586135864,37.0,85.36328125,136.32421875
178.27296590805054,75.9,86.453125,137.57421875
179.27448105812073,35.9,86.203125,137.32421875
180.27566409111023,35.0,86.203125,137.32421875
181.27748489379883,37.9,86.203125,137.32421875
182.2789430618286,47.9,85.953125,137.07421875
183.28071999549866,36.9,85.953125,137.07421875
184.28222608566284,33.9,85.953125,137.07421875
185.28328585624695,78.9,87.171875,138.32421875
186.28480887413025,36.9,86.421875,137.57421875
187.28615498542786,35.0,86.421875,137.57421875
188.2877209186554,34.9,86.421875,137.57421875
189.28945994377136,34.9,86.421875,137.57421875
190.29085206985474,45.9,86.421875,137.57421875
191.29251885414124,39.9,86.421875,137.57421875
192.29380893707275,75.9,90.7109375,141.92578125
193.2952060699463,35.9,90.7109375,141.92578125
194.29656386375427,35.0,90.7109375,141.92578125
195.29790592193604,35.9,90.7109375,141.92578125
196.29919385910034,34.0,90.7109375,141.92578125
197.30073404312134,35.9,90.7109375,141.92578125
198.30203700065613,38.0,90.7109375,141.92578125
199.30316400527954,86.9,90.85546875,141.92578125
200.30451488494873,44.9,90.85546875,141.92578125
201.3060438632965,36.9,90.85546875,141.92578125
202.30719089508057,37.0,90.85546875,141.92578125
203.30869793891907,37.9,90.60546875,141.67578125
204.31009697914124,35.0,90.35546875,141.42578125
205.31147003173828,36.9,90.35546875,141.42578125
206.3132359981537,82.9,92.83203125,143.8671875
207.3147668838501,34.9,92.83203125,143.8671875
208.31567192077637,48.0,92.58203125,143.6171875
209.31703090667725,36.0,92.58203125,143.6171875
210.31847596168518,35.9,92.58203125,143.6171875
211.31928706169128,36.0,92.58203125,143.6171875
212.32107591629028,36.9,92.58203125,143.6171875
213.32234501838684,86.9,93.40234375,144.51953125
214.32319593429565,33.0,93.40234375,144.51953125
215.32453298568726,35.0,93.40234375,144.51953125
216.32622408866882,38.9,93.40234375,144.51953125
217.3272349834442,46.9,93.40234375,144.51953125
218.32874608039856,35.9,93.40234375,144.51953125
219.33290100097656,36.8,93.40234375,144.51953125
220.3344509601593,87.9,95.9453125,147.05859375
221.3351719379425,36.0,95.9453125,147.05859375
222.33661198616028,34.0,95.4453125,146.55859375
223.33824801445007,33.9,95.4453125,146.55859375
224.33917689323425,37.0,95.4453125,146.55859375
225.33963704109192,41.0,95.4453125,146.55859375
226.34300303459167,44.9,95.4453125,146.55859375
227.34434008598328,90.9,96.7421875,147.7265625
228.34565806388855,36.0,96.7421875,147.7265625
229.34697604179382,35.0,96.7421875,147.7265625
230.34767699241638,37.0,96.7421875,147.7265625
231.34953904151917,34.9,96.7421875,147.7265625
232.35161209106445,35.9,96.7421875,147.7265625
233.35264992713928,37.0,96.7421875,147.7265625
234.35557293891907,91.7,98.67578125,149.63671875
235.35702204704285,45.9,98.67578125,149.63671875
236.35886096954346,39.9,98.42578125,149.38671875
237.36049604415894,34.9,98.42578125,149.38671875
238.3619248867035,37.0,98.42578125,149.38671875
239.36349201202393,37.9,98.42578125,149.38671875
240.3642520904541,39.0,98.42578125,149.38671875
241.36577796936035,91.9,100.20703125,151.28125
242.36756801605225,35.9,100.20703125,151.28125
243.36895108222961,35.0,99.20703125,150.28125
244.370374917984,48.9,99.20703125,150.28125
245.3711760044098,39.0,99.20703125,150.28125
246.37296199798584,35.9,99.20703125,150.28125
247.37339305877686,43.0,99.20703125,150.28125
248.3747899532318,85.9,101.50390625,152.69140625
249.37665390968323,37.9,101.50390625,152.69140625
250.37843203544617,32.9,100.75390625,151.94140625
251.3791959285736,39.0,100.75390625,151.94140625
252.3809289932251,35.9,100.50390625,151.69140625
253.38274598121643,51.9,99.50390625,150.69140625
254.38346004486084,44.0,99.50390625,150.69140625
255.3848259449005,93.9,102.65625,153.609375
256.386412858963,34.9,101.15625,152.109375
257.38745188713074,39.0,101.15625,152.109375
258.3915820121765,36.8,101.15625,152.109375
259.39295291900635,35.0,101.15625,152.109375
260.3943729400635,34.0,101.15625,152.109375
261.39882588386536,41.8,100.90625,151.859375
262.3994450569153,94.9,101.66015625,152.609375
263.400887966156,50.9,100.66015625,151.609375
264.40263199806213,40.9,100.66015625,151.609375
265.40320897102356,39.0,100.66015625,151.609375
266.4049608707428,36.9,98.64453125,149.57421875
267.4063808917999,39.9,96.68359375,147.61328125
268.4075229167938,41.0,96.68359375,147.61328125
269.40911293029785,94.8,103.1015625,154.16015625
270.41048097610474,33.0,103.1015625,154.16015625
271.4111740589142,36.0,102.6015625,153.66015625
272.41251492500305,43.9,102.6015625,153.66015625
273.4155218601227,43.9,102.6015625,153.66015625
274.41682600975037,34.0,102.6015625,153.66015625
275.42295598983765,40.7,102.6015625,153.66015625
276.42789602279663,99.5,123.05078125,174.3203125
277.42919993400574,43.9,104.72265625,155.8203125
278.43065786361694,35.9,104.22265625,155.3203125
279.4313769340515,34.0,104.22265625,155.3203125
280.43278408050537,35.0,104.22265625,155.3203125
281.43445205688477,35.9,104.22265625,155.3203125
282.4428930282593,55.5,104.22265625,155.3203125
283.44323992729187,99.0,117.30859375,168.29296875
284.4445948600769,36.9,113.80859375,164.79296875
285.445867061615,35.0,113.05859375,164.04296875
286.4471778869629,36.0,113.05859375,164.04296875
287.44862699508667,35.0,113.05859375,164.04296875
288.4499568939209,34.0,113.05859375,164.04296875
289.45168805122375,42.9,113.05859375,164.04296875
290.453008890152,93.9,112.63671875,163.79296875
291.4548840522766,37.9,112.63671875,163.79296875
292.4562909603119,47.9,112.63671875,163.79296875
293.4576299190521,36.0,112.63671875,163.79296875
294.45903396606445,40.9,112.38671875,163.54296875
295.46043586730957,35.0,112.38671875,163.54296875
296.4629349708557,45.9,112.13671875,163.29296875
297.46349000930786,94.9,113.71484375,164.79296875
298.4649500846863,35.9,113.71484375,164.79296875
299.46634697914124,34.9,113.71484375,164.79296875
300.4671950340271,36.0,113.46484375,164.54296875
301.4687900543213,48.9,113.46484375,164.54296875
302.47029089927673,36.9,113.46484375,164.54296875
303.4715259075165,43.9,113.21484375,164.29296875
304.47291898727417,99.9,134.58984375,185.79296875
305.4746398925781,36.9,113.66796875,164.79296875
306.4770050048828,35.9,113.66796875,164.79296875
307.47872591018677,33.9,113.66796875,164.79296875
308.4803628921509,37.9,113.66796875,164.79296875
309.48167991638184,35.0,113.66796875,164.79296875
310.4829270839691,52.9,112.66796875,163.79296875
311.4929690361023,99.0,134.09765625,185.29296875
312.4942948818207,51.9,114.9453125,166.04296875
313.4952938556671,35.0,114.9453125,166.04296875
314.49674892425537,35.0,114.9453125,166.04296875
315.49956607818604,35.9,114.6953125,165.79296875
316.5013120174408,34.9,114.4453125,165.54296875
317.5029408931732,45.9,114.4453125,165.54296875
318.50436997413635,98.9,128.41015625,179.54296875
319.506089925766,34.9,114.66015625,165.79296875
320.50725507736206,36.0,113.41015625,164.54296875
321.5088720321655,47.9,113.41015625,164.54296875
322.5104339122772,34.9,113.41015625,164.54296875
323.5112979412079,36.0,113.41015625,164.54296875
324.5130479335785,44.9,113.41015625,164.54296875
325.5199029445648,100.3,130.12109375,181.29296875
326.52146005630493,51.9,115.21484375,166.29296875
327.52290892601013,35.9,114.96484375,166.04296875
328.5243010520935,36.0,114.96484375,166.04296875
329.5257239341736,35.9,114.96484375,166.04296875
330.5271818637848,46.9,114.96484375,166.04296875
331.53326201438904,52.7,114.96484375,166.04296875
332.543025970459,100.0,149.26171875,200.68359375
