Row,RX,TX
1,339184,0
2,398042,634720
3,345316,742956
4,166776,284710
5,274408,336402
6,124348,368694
7,117510,191088
8,117006,231158
9,116992,213246
10,203742,300276
11,133310,355330
12,138504,357650
13,121772,228652
14,112336,210562
15,132908,206286
16,128318,190114
17,128002,200432
18,111536,230346
19,129896,198438
20,128582,276146
21,226402,215598
22,123844,311366
23,204602,228490
24,108700,262640
25,132766,190972
26,115692,194646
27,112334,186248
28,106370,269772
29,110544,179012
30,106356,175646
31,105386,242514
32,106568,182450
33,125608,169240
34,109692,260064
35,111384,177144
36,106750,171820
37,106834,273094
38,118886,174530
39,110320,214272
40,137848,282866
41,106458,227670
42,144354,238684
43,173438,242628
44,105664,237114
45,140802,177262
46,145640,244324
47,115924,181318
48,115192,212718
49,117120,172680
50,106652,243862
51,112936,180202
52,119330,168930
53,131872,192910
54,108320,179972
55,101490,182074
56,90978,123572
57,106456,192174
58,121026,167762
59,91006,132208
60,141304,224058
61,106904,134884
62,98190,153310
63,92916,171558
64,105900,264456
65,106766,175962
66,101604,154792
67,170196,179418
68,100522,171274
69,99302,169222
70,102880,167142
71,95182,234670
72,100060,136470
73,95314,150768
74,114978,155268
75,115548,253306
76,107658,160040
77,116016,146398
78,130808,178804
79,140402,176650
80,110850,172632
81,128128,169000
82,173774,174176
83,133816,201528
84,110168,179690
85,127816,215386
86,176568,192350
87,113311,193004
88,107032,191842
89,106380,253128
90,108740,284214
91,108218,167058
92,107972,162526
93,140456,160546
94,247052,252510
95,101060,161344
96,105244,163178
97,110390,135074
98,111262,275796
99,109722,162842
100,104872,245756
101,112920,156304
102,111176,283514
103,130702,165684
104,104708,158046
105,112250,195078
106,107670,293980
107,109350,168494
108,130454,162852
109,149908,149780
110,500238,301790
111,472340,170626
112,462854,162162
113,496886,155344
114,512082,290530
115,793671,169978
116,679108,167488
117,881004,164000
118,849632,294904
119,713480,155990
120,871412,165654
121,1100656,153502
122,1052378,183994
123,1282328,185636
124,1382684,174552
125,1351828,172004
126,1446554,172396
127,1386016,178720
128,1390614,154290
129,1403218,111566
130,1405282,175980
131,1451512,326012
132,1235032,151126
133,1251074,178976
134,1417140,155416
135,1429616,143346
136,1407102,317260
137,1411602,195782
138,1255976,189822
139,1441826,150386
140,1502576,191242
141,1427908,189234
142,1444178,189100
143,1437234,183694
144,1454096,108890
145,1482788,230828
146,1338900,159862
147,1467500,137944
